Username,Tanggal,Bintang,Komentar,Komentar_Cleaned,Komentar_Tokenized,Label,Prediksi_NaiveBayes,Prediksi_SVM,Prediksi_KNN
RafKunZeta,7/24/2023,3,Notifikasi yang terkadang spam dan disaat notifikasinya ditekan tidak terjadi apa.,notifikasi terkadang spam saat notifikasi tekan tidak jadi apa,"['notifikasi', 'terkadang', 'spam', 'saat', 'notifikasi', 'tekan', 'tidak', 'jadi', 'apa']",netral,netral,positif,positif
leo candra,1/16/2023,1,Sangat membantu bagi km nelayan,sangat bantu bagi km nelayan,"['sangat', 'bantu', 'bagi', 'km', 'nelayan']",negatif,positif,positif,positif
arsyadi acadz,4/22/2024,1,"Haduh prakiraan nya ga akurat..ketika hujan , di aplikasi malah cerah.sebaliknya ketika di aplikasi cerah,,padahal hujan deras..Ni prakiraan cuaca nya kyk aplikasi mainan anak2.",haduh prakira nya ga akuratketika hujan aplikasi malah cerahsebaliknya ketika aplikasi cerahpadahal hujan derasni prakira cuaca nya kyk aplikasi main anak,"['haduh', 'prakira', 'nya', 'ga', 'akuratketika', 'hujan', 'aplikasi', 'malah', 'cerahsebaliknya', 'ketika', 'aplikasi', 'cerahpadahal', 'hujan', 'derasni', 'prakira', 'cuaca', 'nya', 'kyk', 'aplikasi', 'main', 'anak']",negatif,negatif,positif,positif
Frq M M,1/21/2025,1,"Cacat njirr, di buka sulit, tampilan cuaca nggak langsung di lokasi kita, apa apaan, buat aplikasi tuh yang jelas",cacat njirr buka sulit tampil cuaca nggak langsung lokasi kita apa apa buat aplikasi tuh jelas,"['cacat', 'njirr', 'buka', 'sulit', 'tampil', 'cuaca', 'nggak', 'langsung', 'lokasi', 'kita', 'apa', 'apa', 'buat', 'aplikasi', 'tuh', 'jelas']",negatif,negatif,positif,positif
Feri degel981,5/15/2024,5,Bagus,bagus,['bagus'],positif,positif,netral,positif
Mega Nabila,11/21/2022,4,Di update malah ke bug.,update malah bug,"['update', 'malah', 'bug']",positif,negatif,positif,positif
Asaira Rabbani,1/12/2023,4,Bisa selalu update informasi tentang keadaan alam di sekitar...,bisa selalu update informasi tentang ada alam sekitar,"['bisa', 'selalu', 'update', 'informasi', 'tentang', 'ada', 'alam', 'sekitar']",positif,positif,positif,positif
Afiq M,11/26/2024,5,"Aplikasinya sudah bagus, tapi lebih bagus lagi dibikin juga dong widget nya",aplikasi sudah bagus tapi lebih bagus lagi bikin juga dong widget nya,"['aplikasi', 'sudah', 'bagus', 'tapi', 'lebih', 'bagus', 'lagi', 'bikin', 'juga', 'dong', 'widget', 'nya']",positif,positif,negatif,positif
Hasya Filza Maulida,8/15/2024,5,"Aplikasi bagus,dan bijak",aplikasi bagusdan bijak,"['aplikasi', 'bagusdan', 'bijak']",positif,positif,positif,positif
Mohamad Amhar,2/11/2023,2,Sengaja rating jelek biar fiturnya diperbanyak. Tolong dong untuk bagian citra satelit sama radar ditambah fitur timeline/ timelapse biar kita juga bisa arah pergerakan awan maupun hujan,sengaja rating jelek biar fiturnya banyak tolong dong bagi citra satelit sama radar tambah fitur timeline timelapse biar kita juga bisa arah gera awan maupun hujan,"['sengaja', 'rating', 'jelek', 'biar', 'fiturnya', 'banyak', 'tolong', 'dong', 'bagi', 'citra', 'satelit', 'sama', 'radar', 'tambah', 'fitur', 'timeline', 'timelapse', 'biar', 'kita', 'juga', 'bisa', 'arah', 'gera', 'awan', 'maupun', 'hujan']",negatif,netral,positif,positif
Pak Ares,1/5/2023,1,Pertama bagus lama2 di buka selalu kembali ke menu hp lagi Mengecewakan tolong di perbaiki,pertama bagus lama buka selalu kembali menu hp lagi kecewa tolong baik,"['pertama', 'bagus', 'lama', 'buka', 'selalu', 'kembali', 'menu', 'hp', 'lagi', 'kecewa', 'tolong', 'baik']",negatif,negatif,positif,positif
Handika Pangestu Sutanto,1/1/2023,5,Aplikasi Ini Bagus Sekali 👍,aplikasi bagus sekali,"['aplikasi', 'bagus', 'sekali']",positif,positif,positif,positif
Lukman Wasono,11/20/2023,5,Bagus,bagus,['bagus'],positif,positif,positif,positif
Samsunggalaxy Batam,12/9/2023,5,Mempermudah pekerjaan saya...sebagai orang lapangan.two tumb,mudah kerja sayasebagai orang lapangantwo tumb,"['mudah', 'kerja', 'sayasebagai', 'orang', 'lapangantwo', 'tumb']",positif,positif,positif,positif
Wisnu Pratama,11/29/2022,1,Satu aja dllu karna susah buka nya harus ngeload lama,satu aja dllu karna susah buka nya harus ngeload lama,"['satu', 'aja', 'dllu', 'karna', 'susah', 'buka', 'nya', 'harus', 'ngeload', 'lama']",negatif,negatif,positif,positif
Muhammad Zulkarnain,1/2/2023,2,"Tampilannya sudah oke, cuman ya kurang update sm saya bingung mw cri wilayah saya tinggal. Soalnya skrg di jayapura lg gempa tp kenapa yg muncul di daerah lain. Mending google sih. Mohon dana pengembangan aplikasinya di maksimalin lah jgn masuk kantong",tampil sudah oke cuman ya kurang update sm saya bingung mw cri wilayah saya tinggal soal skrg jayapura lg gempa tp kenapa yg muncul daerah lain mending google sih mohon dana kembang aplikasi maksimalin lah jgn masuk kantong,"['tampil', 'sudah', 'oke', 'cuman', 'ya', 'kurang', 'update', 'sm', 'saya', 'bingung', 'mw', 'cri', 'wilayah', 'saya', 'tinggal', 'soal', 'skrg', 'jayapura', 'lg', 'gempa', 'tp', 'kenapa', 'yg', 'muncul', 'daerah', 'lain', 'mending', 'google', 'sih', 'mohon', 'dana', 'kembang', 'aplikasi', 'maksimalin', 'lah', 'jgn', 'masuk', 'kantong']",negatif,negatif,netral,positif
Singgih Utomo,12/3/2022,5,Sangat membantu,sangat bantu,"['sangat', 'bantu']",positif,positif,negatif,positif
Santiago Sukses,11/22/2022,5,Goo luck Ok 🙏👍👍👍👍👍,goo luck ok,"['goo', 'luck', 'ok']",positif,positif,positif,positif
Si Usup,1/4/2023,5,"Terimakasih sudah membuat aplikasi ini, sangat membantu sekali",terimakasih sudah buat aplikasi sangat bantu sekali,"['terimakasih', 'sudah', 'buat', 'aplikasi', 'sangat', 'bantu', 'sekali']",positif,positif,positif,positif
Rima Afriani,2/18/2023,5,Untuk mengetahwi kedan gempa,mengetahwi dan gempa,"['mengetahwi', 'dan', 'gempa']",positif,positif,positif,positif
Agatha Sulistyaningrum,12/14/2024,5,Aplikasi ini benar-benar bagus. Walaupun terkadang meleset. Tapi sejauh ini perkiraan cuacanya sama,aplikasi benarbenar bagus walaupun terkadang meleset tapi jauh kira cuaca sama,"['aplikasi', 'benarbenar', 'bagus', 'walaupun', 'terkadang', 'meleset', 'tapi', 'jauh', 'kira', 'cuaca', 'sama']",positif,negatif,positif,positif
Yopi Hermawan,1/8/2025,2,Lokasi via GPS tidak akurat,lokasi via gps tidak akurat,"['lokasi', 'via', 'gps', 'tidak', 'akurat']",negatif,negatif,negatif,positif
jio ndeso chanel,11/1/2024,5,Sangat membantu Sekali,sangat bantu sekali,"['sangat', 'bantu', 'sekali']",positif,positif,negatif,positif
Abu Bakar,1/21/2025,2,"Lokasi selalu gunung sahari.. Setting pajr gps tetap gk bisa, mohon secepatnya dperbaiki",lokasi selalu gunung sahari setting pajr gps tetap gk bisa mohon cepat dperbaiki,"['lokasi', 'selalu', 'gunung', 'sahari', 'setting', 'pajr', 'gps', 'tetap', 'gk', 'bisa', 'mohon', 'cepat', 'dperbaiki']",negatif,negatif,positif,positif
zainah alaydrus,9/14/2024,5,pas sebelum gempa palu saya download ini pas saya liat mengtudo sangat sangat besar makasih BMKG anda telah membantu saya dan keluarga saya makasih,pas belum gempa palu saya download pas saya liat mengtudo sangat sangat besar makasih bmkg anda telah bantu saya keluarga saya makasih,"['pas', 'belum', 'gempa', 'palu', 'saya', 'download', 'pas', 'saya', 'liat', 'mengtudo', 'sangat', 'sangat', 'besar', 'makasih', 'bmkg', 'anda', 'telah', 'bantu', 'saya', 'keluarga', 'saya', 'makasih']",positif,positif,positif,positif
Ridwan Syah,9/20/2024,5,Mantap,mantap,['mantap'],positif,positif,positif,positif
Drie GusRuZam,11/30/2022,4,kualitas udara ga bs rubah wilayah... bukan wilayah terdekat dengan lokasi GPS... jauh2... kecamatan cipatat berasa ilang... padalarang - cianjur 😅,kualitas udara ga bs rubah wilayah bukan wilayah dekat lokasi gps jauh camat cipatat asa ilang padalarang cianjur,"['kualitas', 'udara', 'ga', 'bs', 'rubah', 'wilayah', 'bukan', 'wilayah', 'dekat', 'lokasi', 'gps', 'jauh', 'camat', 'cipatat', 'asa', 'ilang', 'padalarang', 'cianjur']",positif,negatif,netral,positif
Nabil Ahmad,11/10/2023,5,Aplikasinya sangat membantu untuk memantau titik gempanya,aplikasi sangat bantu pantau titik gempa,"['aplikasi', 'sangat', 'bantu', 'pantau', 'titik', 'gempa']",positif,positif,netral,positif
William Fashion,5/25/2023,5,Wiliam gunawan,wiliam gunawan,"['wiliam', 'gunawan']",positif,positif,negatif,positif
Ikhsan Maulana,4/27/2024,5,"Lekas selalu di perbaiki dan di rawat perlengkapan di lapangannya juga ya . Btw sekarang notif dan EWS nya telat parah sumpah diatas 2menit , kok bisa ya?",lekas selalu baik rawat lengkap lapang juga ya btw sekarang notif ews nya telat parah sumpah atas menit kok bisa ya,"['lekas', 'selalu', 'baik', 'rawat', 'lengkap', 'lapang', 'juga', 'ya', 'btw', 'sekarang', 'notif', 'ews', 'nya', 'telat', 'parah', 'sumpah', 'atas', 'menit', 'kok', 'bisa', 'ya']",positif,negatif,positif,positif
Asty surya,11/26/2022,1,aku udh unduh tpi pas di unduh jdi ngebleng putih yah kak padahal aku ingin selalu tau gempa jam berapa aja posisi aku di cianjur nih ka lagi rawan gempaaa,aku udh unduh tpi pas unduh jdi ngebleng putih yah kak padahal aku ingin selalu tau gempa jam berapa aja posisi aku cianjur nih ka lagi rawan gempaaa,"['aku', 'udh', 'unduh', 'tpi', 'pas', 'unduh', 'jdi', 'ngebleng', 'putih', 'yah', 'kak', 'padahal', 'aku', 'ingin', 'selalu', 'tau', 'gempa', 'jam', 'berapa', 'aja', 'posisi', 'aku', 'cianjur', 'nih', 'ka', 'lagi', 'rawan', 'gempaaa']",negatif,negatif,positif,positif
Ryan Seid Physique,11/17/2023,2,"Mohon untuk perbaikan bug dan pembaharuan aplikasi Setiap bulannya, terimakasih🙏🏽🙏🏽",mohon baik bug baharu aplikasi tiap bulan terimakasih,"['mohon', 'baik', 'bug', 'baharu', 'aplikasi', 'tiap', 'bulan', 'terimakasih']",negatif,positif,positif,positif
RADEN ALLFATIH PRATAMA,12/15/2024,5,Good job,good job,"['good', 'job']",positif,positif,negatif,positif
pardhi thok,3/22/2024,5,Akurat,akurat,['akurat'],positif,positif,negatif,negatif
Bambang Hadi,1/13/2023,4,Sangat membantu,sangat bantu,"['sangat', 'bantu']",positif,positif,negatif,negatif
Marga Ratu,4/28/2023,5,Membantu....,bantu,['bantu'],positif,positif,netral,positif
Fahri indra lesmana,1/3/2024,1,"Sangat tidak akurat, notifikasi muncul 2-4 mnit sesudah gempa",sangat tidak akurat notifikasi muncul mnit sudah gempa,"['sangat', 'tidak', 'akurat', 'notifikasi', 'muncul', 'mnit', 'sudah', 'gempa']",negatif,negatif,positif,positif
Pitek fly,10/5/2023,5,Dalam waktu dekat Jangan meningalkan rumah mungkin akan terjadi sesuatu. 1.37 10 23,dalam waktu dekat jangan meningalkan rumah mungkin akan jadi sesuatu,"['dalam', 'waktu', 'dekat', 'jangan', 'meningalkan', 'rumah', 'mungkin', 'akan', 'jadi', 'sesuatu']",positif,positif,positif,positif
Culek Jambak,4/28/2023,5,Saya blm mendapatkan info yg cepat,saya blm dapat info yg cepat,"['saya', 'blm', 'dapat', 'info', 'yg', 'cepat']",positif,positif,positif,positif
MUHAMMAD YANIS,1/1/2023,5,👍,positif,[],positif,positif,positif,positif
Tatang Ruhiyat,12/3/2022,5,"Terasà meski ngga terlalu besar, namun bikin hati ini miris, meski jauh dari pantai",teras meski ngga terlalu besar namun bikin hati miris meski jauh pantai,"['teras', 'meski', 'ngga', 'terlalu', 'besar', 'namun', 'bikin', 'hati', 'miris', 'meski', 'jauh', 'pantai']",positif,negatif,positif,positif
Riski Muhammad Khusni Thamrin,12/2/2023,3,Untuk Cuaca Nya Kurang Akurat Masa Panas Panas Keterangan Hujan Ringan... Kecuali Untuk Perkiraan Dini Cukup Akurat. Cuma Terkadang Lebih Awal Dan Lebih Lama Di Menit Yang Di Infokan ..,cuaca nya kurang akurat masa panas panas terang hujan ringan kecuali kira dini cukup akurat cuma terkadang lebih awal lebih lama menit info,"['cuaca', 'nya', 'kurang', 'akurat', 'masa', 'panas', 'panas', 'terang', 'hujan', 'ringan', 'kecuali', 'kira', 'dini', 'cukup', 'akurat', 'cuma', 'terkadang', 'lebih', 'awal', 'lebih', 'lama', 'menit', 'info']",netral,negatif,netral,positif
Culin Culin,12/16/2024,5,Bmkg memang hebat dn oky,bmkg memang hebat dn oky,"['bmkg', 'memang', 'hebat', 'dn', 'oky']",positif,positif,negatif,netral
Dimas Bayu _166,2/5/2024,5,akurat,akurat,['akurat'],positif,positif,positif,positif
Mar Woto,1/12/2023,5,Aplikasi ini sangat penting untuk panduan di saat perjalanan jauh,aplikasi sangat penting pandu saat jalan jauh,"['aplikasi', 'sangat', 'penting', 'pandu', 'saat', 'jalan', 'jauh']",positif,positif,positif,positif
Arief Arief,5/1/2023,4,"Mantap, bikin tambah wawasan...",mantap bikin tambah wawas,"['mantap', 'bikin', 'tambah', 'wawas']",positif,positif,negatif,positif
Ardi Yansyah,1/11/2023,5,Bagaimana ini? Versi yg terbarunya sering keluar/menghilang dengan sendirinya. Tolong diperbaiki.,bagaimana versi yg baru sering keluarmenghilang sendiri tolong baik,"['bagaimana', 'versi', 'yg', 'baru', 'sering', 'keluarmenghilang', 'sendiri', 'tolong', 'baik']",positif,negatif,positif,positif
Oppo Po,1/3/2023,4,Bagus,bagus,['bagus'],positif,positif,positif,positif
Albertus Wibisono,8/15/2024,5,Sangat membantu dalam memperoleh informasi,sangat bantu dalam oleh informasi,"['sangat', 'bantu', 'dalam', 'oleh', 'informasi']",positif,positif,positif,positif
Muhamad Toha,3/23/2024,4,Kurang akurat,kurang akurat,"['kurang', 'akurat']",positif,positif,positif,positif
Sarah Ayudia,5/17/2024,1,Tertulis cuaca cerah setu tangsel jam 3 sore tgl 17 mei 2024 ternyata hujan. Apk bmkg tolol.,tulis cuaca cerah setu tangsel jam sore tgl mei nyata hujan apk bmkg tolol,"['tulis', 'cuaca', 'cerah', 'setu', 'tangsel', 'jam', 'sore', 'tgl', 'mei', 'nyata', 'hujan', 'apk', 'bmkg', 'tolol']",negatif,negatif,positif,positif
Andi A.P.E,5/8/2023,1,Tidak akurat.di aplikasi membuktikan cuaca di tempat saya malam ini hujan sedang.nyata gak hujan Sama sekali malam ini.jadi hapus saja ni aplikasi.,tidak akuratdi aplikasi bukti cuaca tempat saya malam hujan sedangnyata gak hujan sama sekali malam inijadi hapus saja ni aplikasi,"['tidak', 'akuratdi', 'aplikasi', 'bukti', 'cuaca', 'tempat', 'saya', 'malam', 'hujan', 'sedangnyata', 'gak', 'hujan', 'sama', 'sekali', 'malam', 'inijadi', 'hapus', 'saja', 'ni', 'aplikasi']",negatif,negatif,positif,positif
Muhammad Rifkyatama,8/19/2024,5,Hhe,hhe,['hhe'],positif,positif,netral,positif
Cara cepat Menanam cabe dan tomat (Petani cabe unggal),2/28/2023,5,👍 👍 👍,positif,[],positif,positif,positif,positif
Muhammad Toni,5/3/2023,4,Sangat bermanfaat info bmkg,sangat manfaat info bmkg,"['sangat', 'manfaat', 'info', 'bmkg']",positif,positif,positif,positif
Edy Moopeet,12/20/2022,5,Jln trus,jln trus,"['jln', 'trus']",positif,positif,positif,positif
Faisal Syamsul,12/23/2024,5,Jadi tempat referency untuk cuaca dan info tentang gempa yg selalu uptodate..,jadi tempat referency cuaca info tentang gempa yg selalu uptodate,"['jadi', 'tempat', 'referency', 'cuaca', 'info', 'tentang', 'gempa', 'yg', 'selalu', 'uptodate']",positif,positif,positif,positif
hendra noor,10/30/2024,1,"Udah abis gempa baru dikasi tau ada gempa, ini aplikasi peringatan gempa apa perayaan gempa ?",udah abis gempa baru kasi tau ada gempa aplikasi ingat gempa apa raya gempa,"['udah', 'abis', 'gempa', 'baru', 'kasi', 'tau', 'ada', 'gempa', 'aplikasi', 'ingat', 'gempa', 'apa', 'raya', 'gempa']",negatif,positif,positif,positif
Bujang Anom,2/24/2024,4,coba dlu saya,coba dlu saya,"['coba', 'dlu', 'saya']",positif,positif,positif,positif
van kono,2/27/2023,5,"info cuacanya sangat akurat, sangat membantu bagi kami yang bertugas di lapangan",info cuaca sangat akurat sangat bantu bagi kami tugas lapang,"['info', 'cuaca', 'sangat', 'akurat', 'sangat', 'bantu', 'bagi', 'kami', 'tugas', 'lapang']",positif,positif,positif,positif
Andi Sinrang,12/18/2022,5,Mantap,mantap,['mantap'],positif,positif,positif,positif
Checeh Bawel,6/7/2023,5,Akurat..,akurat,['akurat'],positif,positif,positif,positif
Ujang Sukmana,1/2/2023,5,Ok banget ..👍🙂,ok banget,"['ok', 'banget']",positif,positif,negatif,positif
taufiq fiqo',12/14/2024,4,Aplikasi ini semakin informatif rasanya 😆,aplikasi makin informatif rasa,"['aplikasi', 'makin', 'informatif', 'rasa']",positif,positif,positif,positif
Evelyn Paulus,2/2/2024,5,Terima kasih info BMKG karena sudah menemani saya 🌟🌟🌟🌟🌟,terima kasih info bmkg karena sudah tani saya,"['terima', 'kasih', 'info', 'bmkg', 'karena', 'sudah', 'tani', 'saya']",positif,positif,negatif,netral
BNG Kiyboy,2/3/2024,5,kekurangan nya adalah pas mau cari lokasi selalu gagal padahal lokasi aktif wifi lancar aneh bet pokok nya,kurang nya adalah pas mau cari lokasi selalu gagal padahal lokasi aktif wifi lancar aneh bet pokok nya,"['kurang', 'nya', 'adalah', 'pas', 'mau', 'cari', 'lokasi', 'selalu', 'gagal', 'padahal', 'lokasi', 'aktif', 'wifi', 'lancar', 'aneh', 'bet', 'pokok', 'nya']",positif,negatif,positif,positif
imam mamsuni,11/13/2023,1,Ga sesuai cuacanya,ga sesuai cuaca,"['ga', 'sesuai', 'cuaca']",negatif,negatif,positif,positif
rini maliki,1/28/2025,5,Mantap,mantap,['mantap'],positif,positif,positif,positif
Setyo'adhi Putra,6/7/2024,1,"ini kenapa ga bisa dibuka aplikasi nya? malah ngestuck, jaringan bagus lancar. buka ini malah kaya berat bgt.",kenapa ga bisa buka aplikasi nya malah ngestuck jaring bagus lancar buka malah kaya berat bgt,"['kenapa', 'ga', 'bisa', 'buka', 'aplikasi', 'nya', 'malah', 'ngestuck', 'jaring', 'bagus', 'lancar', 'buka', 'malah', 'kaya', 'berat', 'bgt']",negatif,negatif,positif,positif
Ismail Moridu,4/4/2024,5,Good,good,['good'],positif,positif,positif,positif
Zak Event,2/5/2024,5,Mantap,mantap,['mantap'],positif,positif,positif,positif
INITIAL D,10/11/2023,3,"Padahal tadi malam sekitar pukul 23:30 ada guncangan di wilayah kabupaten malang.dan getarannya sekitar +- 5 SR.Setelah di cek di apk BMKG,kenapa pusat titik gempa ada di wilayah sulawesi?... Pagi aku cek kembali di apk BMKG,eh malah di sebelah negara timor leste pusat titik gempanya... kan aneh....",padahal tadi malam sekitar pukul ada guncang wilayah kabupaten malangdan getar sekitar srsetelah cek apk bmkgkenapa pusat titik gempa ada wilayah sulawesi pagi aku cek kembali apk bmkgeh malah belah negara timor leste pusat titik gempa kan aneh,"['padahal', 'tadi', 'malam', 'sekitar', 'pukul', 'ada', 'guncang', 'wilayah', 'kabupaten', 'malangdan', 'getar', 'sekitar', 'srsetelah', 'cek', 'apk', 'bmkgkenapa', 'pusat', 'titik', 'gempa', 'ada', 'wilayah', 'sulawesi', 'pagi', 'aku', 'cek', 'kembali', 'apk', 'bmkgeh', 'malah', 'belah', 'negara', 'timor', 'leste', 'pusat', 'titik', 'gempa', 'kan', 'aneh']",netral,negatif,positif,positif
EDWARD STANERD,8/8/2024,5,Saya senang lihat pertumbuhan awan hujan dari citra satelit,saya senang lihat tumbuh awan hujan citra satelit,"['saya', 'senang', 'lihat', 'tumbuh', 'awan', 'hujan', 'citra', 'satelit']",positif,positif,negatif,positif
nurika anggraeni,11/21/2022,2,Tidak bisa di buka,tidak bisa buka,"['tidak', 'bisa', 'buka']",negatif,negatif,netral,positif
ERFIN ANDRIAN,1/5/2023,2,Iki gimana sih tdk bisa dibuka lalu ditambah lodiiiiing nya lama banget tolong dong di di tambah di buka malah keluar sendiri dan tdk respon perbaiki lagiiiiiiiiiii yaaaaaaaa,iki gimana sih tdk bisa buka lalu tambah lodiiiiing nya lama banget tolong dong tambah buka malah keluar sendiri tdk respon baik lagiiiiiiiiiii yaaaaaaaa,"['iki', 'gimana', 'sih', 'tdk', 'bisa', 'buka', 'lalu', 'tambah', 'lodiiiiing', 'nya', 'lama', 'banget', 'tolong', 'dong', 'tambah', 'buka', 'malah', 'keluar', 'sendiri', 'tdk', 'respon', 'baik', 'lagiiiiiiiiiii', 'yaaaaaaaa']",negatif,negatif,positif,positif
Andri Ahmadi,1/22/2023,4,Mohon di kasih widget jadi tidak harus buka aplikasi kalau liat cuaca...,mohon kasih widget jadi tidak harus buka aplikasi kalau liat cuaca,"['mohon', 'kasih', 'widget', 'jadi', 'tidak', 'harus', 'buka', 'aplikasi', 'kalau', 'liat', 'cuaca']",positif,positif,positif,positif
Sand Sand,12/29/2024,1,"Habis diupdate malah lokasinya Gunung Sahari terus padahal sudah dipilih gunakan GPS tetep aja gak ngaruh. Tolong diperbaiki, malah lebih akurat app bawaan hp.",habis diupdate malah lokasi gunung sahari terus padahal sudah pilih guna gps tetep aja gak ngaruh tolong baik malah lebih akurat app bawa hp,"['habis', 'diupdate', 'malah', 'lokasi', 'gunung', 'sahari', 'terus', 'padahal', 'sudah', 'pilih', 'guna', 'gps', 'tetep', 'aja', 'gak', 'ngaruh', 'tolong', 'baik', 'malah', 'lebih', 'akurat', 'app', 'bawa', 'hp']",negatif,negatif,positif,positif
Fitri Yadin,1/1/2023,5,Ok,ok,['ok'],positif,positif,netral,positif
Demang Kusuma Sumantri,3/8/2023,5,Bagus,bagus,['bagus'],positif,positif,positif,negatif
Rudi Alfitra,6/9/2024,3,Untuk daerah sumbar lama banget keluar info gempanya..keseringan info ug diluar sumbar,daerah sumbar lama banget keluar info gempanyakeseringan info ug luar sumbar,"['daerah', 'sumbar', 'lama', 'banget', 'keluar', 'info', 'gempanyakeseringan', 'info', 'ug', 'luar', 'sumbar']",netral,negatif,negatif,netral
H Buchori,11/23/2022,1,Saya kasih bintang 7 aja biar sembuh loading nya,saya kasih bintang aja biar sembuh loading nya,"['saya', 'kasih', 'bintang', 'aja', 'biar', 'sembuh', 'loading', 'nya']",negatif,positif,netral,positif
Kusumo Yk27,2/18/2025,5,"Keren bgt, bisa tau info gempa dgn cepat.",keren bgt bisa tau info gempa dgn cepat,"['keren', 'bgt', 'bisa', 'tau', 'info', 'gempa', 'dgn', 'cepat']",positif,positif,positif,positif
kus woyo,3/1/2023,5,"Sudah bagus. Tetapi akan lebih bagus lagi kalau notifikasinya tepat waktu, tidak terlambat, karena seringnya terlambat lebih dari 30 menit",sudah bagus tetapi akan lebih bagus lagi kalau notifikasi tepat waktu tidak lambat karena sering lambat lebih menit,"['sudah', 'bagus', 'tetapi', 'akan', 'lebih', 'bagus', 'lagi', 'kalau', 'notifikasi', 'tepat', 'waktu', 'tidak', 'lambat', 'karena', 'sering', 'lambat', 'lebih', 'menit']",positif,positif,negatif,negatif
Djoko Wiryantono,1/11/2023,5,Top markotop,top markotop,"['top', 'markotop']",positif,positif,positif,positif
Bang Dicky,3/12/2024,4,"Ok, good luck",ok good luck,"['ok', 'good', 'luck']",positif,positif,positif,positif
I Wayan Suhendrawan,11/27/2022,5,aplikasi akan lebih bagus bila aktif memberikan notifikasi bencana alam atau prakiraan cuaca harian,aplikasi akan lebih bagus bila aktif beri notifikasi bencana alam atau prakira cuaca hari,"['aplikasi', 'akan', 'lebih', 'bagus', 'bila', 'aktif', 'beri', 'notifikasi', 'bencana', 'alam', 'atau', 'prakira', 'cuaca', 'hari']",positif,positif,positif,positif
Zilong Maraton,11/3/2024,5,Mantap dan pas sesuai prediksi,mantap pas sesuai prediksi,"['mantap', 'pas', 'sesuai', 'prediksi']",positif,positif,positif,positif
arif M,1/19/2023,5,Berguna bagi nusa bangsa dan negara khususnya kita bangsa Indonesia,guna bagi nusa bangsa negara khusus kita bangsa indonesia,"['guna', 'bagi', 'nusa', 'bangsa', 'negara', 'khusus', 'kita', 'bangsa', 'indonesia']",positif,positif,positif,positif
Karel Bondan,11/24/2022,5,"Baru ganti hp dan baru instal lagi apknya, seneng banget karena sejak lama udh nunggu UInya diupgrade, eh kaget pas buka appnya ternyata UInya udh bagus bener. Makasih karena masih peduli sama apknya. Harapan saya selanjutnya, kalo bisa dipasang juga sistem EWS di apk ini, jadi tiap ada gempa atau tsunami bisa bunyi hpnya dan masyarakat ga kaget & siap ngadepin bencananya. Sukses selalu BMKG, semoga sistem EWS bisa diimplementasikan di Indonesia secepatnya, sama kaya yg skrg ada di Jepang.",baru ganti hp baru instal lagi apknya neng banget karena sejak lama udh nunggu uinya diupgrade eh kaget pas buka appnya nyata uinya udh bagus bener makasih karena masih peduli sama apknya harap saya lanjut kalo bisa pasang juga sistem ews apk jadi tiap ada gempa atau tsunami bisa bunyi hpnya masyarakat ga kaget siap ngadepin bencana sukses selalu bmkg moga sistem ews bisa implementasi indonesia cepat sama kaya yg skrg ada jepang,"['baru', 'ganti', 'hp', 'baru', 'instal', 'lagi', 'apknya', 'neng', 'banget', 'karena', 'sejak', 'lama', 'udh', 'nunggu', 'uinya', 'diupgrade', 'eh', 'kaget', 'pas', 'buka', 'appnya', 'nyata', 'uinya', 'udh', 'bagus', 'bener', 'makasih', 'karena', 'masih', 'peduli', 'sama', 'apknya', 'harap', 'saya', 'lanjut', 'kalo', 'bisa', 'pasang', 'juga', 'sistem', 'ews', 'apk', 'jadi', 'tiap', 'ada', 'gempa', 'atau', 'tsunami', 'bisa', 'bunyi', 'hpnya', 'masyarakat', 'ga', 'kaget', 'siap', 'ngadepin', 'bencana', 'sukses', 'selalu', 'bmkg', 'moga', 'sistem', 'ews', 'bisa', 'implementasi', 'indonesia', 'cepat', 'sama', 'kaya', 'yg', 'skrg', 'ada', 'jepang']",positif,negatif,positif,positif
nurhidayah yayah,10/31/2024,5,Sangat membantu dalam menerima info cuaca dan yang lainnya,sangat bantu dalam terima info cuaca lain,"['sangat', 'bantu', 'dalam', 'terima', 'info', 'cuaca', 'lain']",positif,positif,netral,positif
Jiken,12/27/2023,1,kuntul gk bs d buka,kuntul gk bs d buka,"['kuntul', 'gk', 'bs', 'd', 'buka']",negatif,negatif,positif,positif
Inge Su,12/13/2022,3,"Giliran gempa yg jauh jauh notif msk trs !! Berulang bahkan, giliran gempa di yg dkt ga ada notif yg masuk !! Payah deh",gilir gempa yg jauh jauh notif msk trs ulang bahkan gilir gempa yg dkt ga ada notif yg masuk payah deh,"['gilir', 'gempa', 'yg', 'jauh', 'jauh', 'notif', 'msk', 'trs', 'ulang', 'bahkan', 'gilir', 'gempa', 'yg', 'dkt', 'ga', 'ada', 'notif', 'yg', 'masuk', 'payah', 'deh']",netral,negatif,positif,positif
